1318518000,299.45851507688883
1318536000,295.03953711522223
1318554000,291.86357616044444
1318572000,288.3463062984443
1318590000,287.3602097896666
1318608000,289.6439470533332
1318626000,288.0358183621112
1318644000,286.6887324626667
1318662000,284.49938274388876
1318680000,285.43349627911095
1318698000,288.94227985577766
1318716000,285.1663080918888
1318734000,284.3445975543333
1318752000,286.2860009322222
1318770000,294.6232749726666
1318788000,288.3658346016666
1318806000,285.67985367944453
1318824000,284.7459281315555
1318842000,284.2093406680001
1318860000,289.2318161562222
1318878000,287.7887492954443
1318896000,285.201958546889
1318914000,283.8647822654446
1318932000,289.3408219542221
