1318924800.0,289.3408219542222
1318780800.0,288.3658346016667
1271368800.0,296.753628
1284328800.0,296.4723159029458
1316296800.0,299.275184812697
1297288800.0,278.7502314205867
1301608800.0,282.2973426865445
1318726800.0,284.34459755433335
1315778400.0,300.22145999076406
1318798800.0,285.67985367944453
1280008800.0,298.66120771964245
1317160800.0,297.95827013427083
1317333600.0,297.83510812544
1307224800.0,295.5485866723887
1318672800.0,285.433496279111
1316469600.0,290.11878664574084
1318546800.0,291.86357616044444
1318690800.0,288.94227985577754
1318816800.0,284.74592813155544
1315605600.0,298.46078563964113
1292968800.0,282.0881417286274
1318906800.0,283.8647822654446
1317506400.0,297.8067258612614
1304632800.0,290.43918737049324
1318582800.0,287.3602097896667
1318708800.0,285.1663080918888
1311112800.0,297.5226618012214
1318564800.0,288.34630629844446
1313704800.0,298.846709492409
1318600800.0,289.64394705333314
1318852800.0,289.23181615622224
1318654800.0,284.4993827438888
1308520800.0,293.2129384223783
1315000800.0,301.8969985525796
1316815200.0,297.287169807662
1315951200.0,299.8287538919446
1318618800.0,288.03581836211106
1318197600.0,290.3935134420714
1318744800.0,286.28600093222224
1318870800.0,287.7887492954442
1318888800.0,285.20195854688893
1309816800.0,297.8921537644877
1317852000.0,299.7419561491438
1275688800.0,292.3247706139308
1305928800.0,292.7092577561007
1318510800.0,299.4585150768888
1312408800.0,296.5928253508227
1318636800.0,286.68873246266656
1318762800.0,294.62327497266665
1318834800.0,284.2093406680001
1316124000.0,301.0321553657641
1316988000.0,296.7455135864353
1318024800.0,294.4061389724307
1317679200.0,302.6002028449773
1288648800.0,291.48926411865256
1318370400.0,295.2670845924999
1316642400.0,295.90486099385447
1318528800.0,295.0395371152222
